Adnan al-Aroor,"{'Name': 'Adnan al-Aroor', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': 'Unknown', 'Nationality': 'Syrian', 'Deathyear': False, 'Children': True}"
Fred Thompson,"{'Name': 'Fred Thompson', 'Gender': 'Unknown', 'Age': '72', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1942', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Elihu Root,"{'Name': 'Elihu Root', 'Gender': 'Male', 'Age': '92', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1845', 'Nationality': 'Unknown', 'Deathyear': '1937', 'Children': False}"
Kevin Kopelson,"{'Name': 'Kevin Kopelson', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
J. H. Patel,"{'Name': 'J. H. Patel', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Henry A. Wallace,"{'Name': 'Henry A. Wallace', 'Gender': 'Unknown', 'Age': '77', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1888', 'Nationality': 'American', 'Deathyear': '1965', 'Children': True}"
Cara Delevingne,"{'Name': 'Cara Delevingne', 'Gender': 'Unknown', 'Age': '22', 'Married': False, 'Profession': 'model', 'Alive': True, 'Birthyear': '1992', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Gustav Stresemann,"{'Name': 'Gustav Stresemann', 'Gender': 'Male', 'Age': '51', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1878', 'Nationality': 'Unknown', 'Deathyear': '1929', 'Children': False}"
Ibn Taymiyya,"{'Name': 'Ibn Taymiyya', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Donald J. Atwood Jr.,"{'Name': 'Donald J. Atwood Jr.', 'Gender': 'Male', 'Age': '70', 'Married': False, 'Profession': 'president', 'Alive': False, 'Birthyear': '1924', 'Nationality': 'Unknown', 'Deathyear': '1994', 'Children': False}"
Jesus in Islam,"{'Name': 'Jesus in Islam', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Selim I,"{'Name': 'Selim I', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': 'author', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Bob Riley,"{'Name': 'Bob Riley', 'Gender': 'Male', 'Age': '70', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1944', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Condoleezza Rice,"{'Name': 'Condoleezza Rice', 'Gender': 'Female', 'Age': '60', 'Married': False, 'Profession': 'scientist', 'Alive': True, 'Birthyear': '1954', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Anil Kapoor,"{'Name': 'Anil Kapoor', 'Gender': 'Male', 'Age': '58', 'Married': True, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1956', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Richard Appel,"{'Name': 'Richard Appel', 'Gender': 'Male', 'Age': '51', 'Married': False, 'Profession': 'writer', 'Alive': True, 'Birthyear': '1963', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Feroz Abbas Khan,"{'Name': 'Feroz Abbas Khan', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': False, 'Profession': 'writer', 'Alive': True, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Philipp Bouhler,"{'Name': 'Philipp Bouhler', 'Gender': 'Male', 'Age': '46', 'Married': True, 'Profession': 'official', 'Alive': False, 'Birthyear': '1899', 'Nationality': 'German', 'Deathyear': '1945', 'Children': False}"
Lucio Massari,"{'Name': 'Lucio Massari', 'Gender': 'Male', 'Age': '64', 'Married': False, 'Profession': 'painter', 'Alive': False, 'Birthyear': '1569', 'Nationality': 'Italian', 'Deathyear': '1633', 'Children': False}"
Ian Thorpe,"{'Name': 'Ian Thorpe', 'Gender': 'Male', 'Age': '32', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1982', 'Nationality': '&#160;Australia', 'Deathyear': False, 'Children': False}"
Daniel Moi,"{'Name': 'Daniel Moi', 'Gender': 'Male', 'Age': '90', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1924', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': True}"
Joseph Zuzarte Murumbi,"{'Name': 'Joseph Zuzarte Murumbi', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': 'vice-president', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Kenyan', 'Deathyear': 'Unknown', 'Children': False}"
Susan Sarandon,"{'Name': 'Susan Sarandon', 'Gender': 'Female', 'Age': '68', 'Married': True, 'Profession': 'actress', 'Alive': True, 'Birthyear': '1946', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Viren J. Shah,"{'Name': 'Viren J. Shah', 'Gender': 'Male', 'Age': '87', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1926', 'Nationality': 'Unknown', 'Deathyear': '2013', 'Children': False}"
Muhammad in Islam,"{'Name': 'Muhammad in Islam', 'Gender': 'Male', 'Age': 'Unknown', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': True}"
Mary in Islam,"{'Name': 'Mary in Islam', 'Gender': 'Female', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Sister Helen Prejean,"{'Name': 'Sister Helen Prejean', 'Gender': 'Unknown', 'Age': '75', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1939', 'Nationality': 'American', 'Deathyear': False, 'Children': False}"
Matt Denn,"{'Name': 'Matt Denn', 'Gender': 'Male', 'Age': '48', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1966', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Erykah Badu,"{'Name': 'Erykah Badu', 'Gender': 'Female', 'Age': '43', 'Married': False, 'Profession': 'singer', 'Alive': True, 'Birthyear': '1971', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Pope Leo XIII,"{'Name': 'Pope Leo XIII', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': 'pope', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Prince Adolf zu Hohenlohe-Ingelfingen,"{'Name': 'Prince Adolf zu Hohenlohe-Ingelfingen', 'Gender': 'Male', 'Age': '76', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1797', 'Nationality': 'Unknown', 'Deathyear': '1873', 'Children': False}"
Sunith Francis Rodrigues,"{'Name': 'Sunith Francis Rodrigues', 'Gender': 'Male', 'Age': '81', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1933', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Ariana Grande,"{'Name': 'Ariana Grande', 'Gender': 'Female', 'Age': '21', 'Married': False, 'Profession': 'singer', 'Alive': True, 'Birthyear': '1993', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Bill Clements,"{'Name': 'Bill Clements', 'Gender': 'Unknown', 'Age': '94', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1917', 'Nationality': 'American', 'Deathyear': '2011', 'Children': True}"
Virchand Gandhi,"{'Name': 'Virchand Gandhi', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1864', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': True}"
Ludwig Siebert,"{'Name': 'Ludwig Siebert', 'Gender': 'Unknown', 'Age': '68', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1874', 'Nationality': 'German', 'Deathyear': '1942', 'Children': False}"
Walter Isaacson,"{'Name': 'Walter Isaacson', 'Gender': 'Male', 'Age': '62', 'Married': True, 'Profession': 'writer', 'Alive': True, 'Birthyear': '1952', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Wilhelm Freiherr von Gayl,"{'Name': 'Wilhelm Freiherr von Gayl', 'Gender': 'Unknown', 'Age': '66', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1879', 'Nationality': 'German', 'Deathyear': '1945', 'Children': False}"
Al-aman Mirza,"{'Name': 'Al-aman Mirza', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Ramachandra Guha,"{'Name': 'Ramachandra Guha', 'Gender': 'Male', 'Age': '56', 'Married': True, 'Profession': 'writer', 'Alive': True, 'Birthyear': '1958', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Jim Folsom Jr.,"{'Name': 'Jim Folsom Jr.', 'Gender': 'Unknown', 'Age': '65', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1949', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Talib Kweli,"{'Name': 'Talib Kweli', 'Gender': 'Male', 'Age': '39', 'Married': False, 'Profession': 'rapper', 'Alive': True, 'Birthyear': '1975', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Luke Goss,"{'Name': 'Luke Goss', 'Gender': 'Male', 'Age': '46', 'Married': True, 'Profession': 'singer', 'Alive': True, 'Birthyear': '1968', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Tom Schieffer,"{'Name': 'Tom Schieffer', 'Gender': 'Male', 'Age': '67', 'Married': False, 'Profession': 'president', 'Alive': True, 'Birthyear': '1947', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Julia the Younger,"{'Name': 'Julia the Younger', 'Gender': 'Female', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Kurt von Hammerstein-Equord,"{'Name': 'Kurt von Hammerstein-Equord', 'Gender': 'Male', 'Age': '65', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1878', 'Nationality': 'Unknown', 'Deathyear': '1943', 'Children': False}"
Smith Hempstone,"{'Name': 'Smith Hempstone', 'Gender': 'Male', 'Age': '77', 'Married': True, 'Profession': 'author', 'Alive': False, 'Birthyear': '1929', 'Nationality': 'United States', 'Deathyear': '2006', 'Children': True}"
Cyhi the Prynce,"{'Name': 'Cyhi the Prynce', 'Gender': 'Male', 'Age': '30', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1984', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Benjamin A. Smith II,"{'Name': 'Benjamin A. Smith II', 'Gender': 'Unknown', 'Age': '75', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1916', 'Nationality': 'Unknown', 'Deathyear': '1991', 'Children': True}"
Charles Anthon,"{'Name': 'Charles Anthon', 'Gender': 'Male', 'Age': '70', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1797', 'Nationality': 'American', 'Deathyear': '1867', 'Children': False}"
Lana Del Rey,"{'Name': 'Lana Del Rey', 'Gender': 'Female', 'Age': '29', 'Married': False, 'Profession': 'singer', 'Alive': True, 'Birthyear': '1985', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Rupatai Patil Nilangekar,"{'Name': 'Rupatai Patil Nilangekar', 'Gender': 'Female', 'Age': '57', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1957', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Govind Narayan Singh,"{'Name': 'Govind Narayan Singh', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Busta Rhymes,"{'Name': 'Busta Rhymes', 'Gender': 'Male', 'Age': '42', 'Married': False, 'Profession': 'rapper', 'Alive': True, 'Birthyear': '1972', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Angelos Akotantos,"{'Name': 'Angelos Akotantos', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': 'painter', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Greek', 'Deathyear': 'Unknown', 'Children': False}"
William Cosby,"{'Name': 'William Cosby', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': True}"
Ashutosh Gowariker,"{'Name': 'Ashutosh Gowariker', 'Gender': 'Male', 'Age': '50', 'Married': True, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1964', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Chiang Kai-shek,"{'Name': 'Chiang Kai-shek', 'Gender': 'Male', 'Age': '88', 'Married': True, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1887', 'Nationality': '&#160;Republic of China', 'Deathyear': '1975', 'Children': True}"
Matthew Denn,"{'Name': 'Matthew Denn', 'Gender': 'Male', 'Age': '48', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1966', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Alfonso Ferrero La Marmora,"{'Name': 'Alfonso Ferrero La Marmora', 'Gender': 'Unknown', 'Age': '74', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1804', 'Nationality': 'Unknown', 'Deathyear': '1878', 'Children': False}"
MF Doom,"{'Name': 'MF Doom', 'Gender': 'Unknown', 'Age': '43', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1971', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Aminah bint Wahb,"{'Name': 'Aminah bint Wahb', 'Gender': 'Female', 'Age': 'Unknown', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': True}"
J.R. Rotem,"{'Name': 'J.R. Rotem', 'Gender': 'Male', 'Age': '39', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1975', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Sukhlal Sanghvi,"{'Name': 'Sukhlal Sanghvi', 'Gender': 'Male', 'Age': 'Unknown', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Jagjivan Ram,"{'Name': 'Jagjivan Ram', 'Gender': 'Male', 'Age': '78', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1908', 'Nationality': 'Unknown', 'Deathyear': '1986', 'Children': True}"
Theodore Roosevelt,"{'Name': 'Theodore Roosevelt', 'Gender': 'Male', 'Age': '61', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1858', 'Nationality': 'Unknown', 'Deathyear': '1919', 'Children': True}"
Pope Pius VII,"{'Name': 'Pope Pius VII', 'Gender': 'Male', 'Age': '81', 'Married': False, 'Profession': 'pope', 'Alive': False, 'Birthyear': '1742', 'Nationality': 'Unknown', 'Deathyear': '1823', 'Children': False}"
Cyrus the Great,"{'Name': 'Cyrus the Great', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Nirmala Sitharaman,"{'Name': 'Nirmala Sitharaman', 'Gender': 'Female', 'Age': '55', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1959', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
James J. Jeffries,"{'Name': 'James J. Jeffries', 'Gender': 'Unknown', 'Age': '78', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1875', 'Nationality': 'American', 'Deathyear': '1953', 'Children': False}"
Charles L. Copeland,"{'Name': 'Charles L. Copeland', 'Gender': 'Male', 'Age': 'Unknown', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Hassan Rouhani,"{'Name': 'Hassan Rouhani', 'Gender': 'Male', 'Age': '66', 'Married': True, 'Profession': 'president', 'Alive': True, 'Birthyear': '1948', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Frederick H. Gillett,"{'Name': 'Frederick H. Gillett', 'Gender': 'Unknown', 'Age': '84', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1851', 'Nationality': 'Unknown', 'Deathyear': '1935', 'Children': False}"
Harry S. Truman,"{'Name': 'Harry S. Truman', 'Gender': 'Unknown', 'Age': '88', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1884', 'Nationality': 'Unknown', 'Deathyear': '1972', 'Children': True}"
Bart Gordon,"{'Name': 'Bart Gordon', 'Gender': 'Male', 'Age': '65', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1949', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
William Blake,"{'Name': 'William Blake', 'Gender': 'Male', 'Age': '70', 'Married': False, 'Profession': 'painter', 'Alive': False, 'Birthyear': '1757', 'Nationality': 'Unknown', 'Deathyear': '1827', 'Children': False}"
Artaxerxes I,"{'Name': 'Artaxerxes I', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Kalonzo Musyoka,"{'Name': 'Kalonzo Musyoka', 'Gender': 'Male', 'Age': '61', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1953', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': True}"
Yusuf Hassan Abdi,"{'Name': 'Yusuf Hassan Abdi', 'Gender': 'Male', 'Age': '61', 'Married': False, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1953', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Gustav Adolf Nosske,"{'Name': 'Gustav Adolf Nosske', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Elizabeth Taylor,"{'Name': 'Elizabeth Taylor', 'Gender': 'Female', 'Age': '79', 'Married': True, 'Profession': 'actress', 'Alive': False, 'Birthyear': '1932', 'Nationality': 'British-American', 'Deathyear': '2011', 'Children': True}"
Mary Fallin,"{'Name': 'Mary Fallin', 'Gender': 'Unknown', 'Age': '60', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1954', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Ned McWherter,"{'Name': 'Ned McWherter', 'Gender': 'Male', 'Age': '81', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1930', 'Nationality': 'Unknown', 'Deathyear': '2011', 'Children': False}"
Mahadev Govind Ranade,"{'Name': 'Mahadev Govind Ranade', 'Gender': 'Male', 'Age': 'Unknown', 'Married': True, 'Profession': 'author', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Kenneth Matiba,"{'Name': 'Kenneth Matiba', 'Gender': 'Male', 'Age': 'Unknown', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': 'Unknown', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': True}"
Marcus A. Coolidge,"{'Name': 'Marcus A. Coolidge', 'Gender': 'Unknown', 'Age': '82', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1865', 'Nationality': 'Unknown', 'Deathyear': '1947', 'Children': True}"
Maurice Michael Otunga,"{'Name': 'Maurice Michael Otunga', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
R. K. Shanmukham Chetty,"{'Name': 'R. K. Shanmukham Chetty', 'Gender': 'Male', 'Age': '61', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1892', 'Nationality': 'Unknown', 'Deathyear': '1953', 'Children': False}"
Maya Angelou,"{'Name': 'Maya Angelou', 'Gender': 'Female', 'Age': '86', 'Married': False, 'Profession': 'author', 'Alive': False, 'Birthyear': '1928', 'Nationality': 'Unknown', 'Deathyear': '2014', 'Children': False}"
Mohammad Khatami,"{'Name': 'Mohammad Khatami', 'Gender': 'Male', 'Age': '71', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1943', 'Nationality': 'Iranian', 'Deathyear': False, 'Children': True}"
Dave Heineman,"{'Name': 'Dave Heineman', 'Gender': 'Male', 'Age': '66', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1948', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
All City Chess Club,"{'Name': 'All City Chess Club', 'Gender': 'Male', 'Age': '32', 'Married': False, 'Profession': 'rapper', 'Alive': True, 'Birthyear': '1982', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Netaji Subhash Chandra Bose,"{'Name': 'Netaji Subhash Chandra Bose', 'Gender': 'Male', 'Age': 'Unknown', 'Married': True, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1897', 'Nationality': 'Indian', 'Deathyear': 'Unknown', 'Children': True}"
Cosmas of Maiuma,"{'Name': 'Cosmas of Maiuma', 'Gender': 'Female', 'Age': 'Unknown', 'Married': False, 'Profession': 'poet', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
St. Jerome,"{'Name': 'St. Jerome', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Seleucus I,"{'Name': 'Seleucus I', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Winston Churchill,"{'Name': 'Winston Churchill', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': True}"
Valerie Jarrett,"{'Name': 'Valerie Jarrett', 'Gender': 'Female', 'Age': '58', 'Married': True, 'Profession': 'president', 'Alive': True, 'Birthyear': '1956', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Walther Kadow,"{'Name': 'Walther Kadow', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': False, 'Profession': 'teacher', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Ahmad al-Alawi,"{'Name': 'Ahmad al-Alawi', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
John W. Weeks,"{'Name': 'John W. Weeks', 'Gender': 'Male', 'Age': '66', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1860', 'Nationality': 'Unknown', 'Deathyear': '1926', 'Children': False}"
